Time Step	Outliers
0	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]
37	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
38	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
39	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
40	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
41	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
42	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
43	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
44	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
45	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
46	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
47	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
48	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
49	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
50	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
51	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
52	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
53	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
54	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
55	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
56	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
57	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
58	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
59	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
60	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
61	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
62	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
63	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
64	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
65	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
66	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
67	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
68	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
69	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
70	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
71	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
72	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
73	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
74	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
75	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
76	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
77	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
78	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
79	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
80	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
81	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
82	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
83	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
84	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
85	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
86	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
87	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
88	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
89	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
90	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
91	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
92	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
93	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
94	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
95	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
96	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
97	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
98	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
99	[Flt-3L]	[IL-6]	[IL-8]	[sTNFRII]	[sVEGFR3]	[Ab40]	[FGF-21]	[IL-23]	[IL-28a]	[ApoCII]	[Eotaxin]	[Eotaxin-3]	[I-TAC]	[PAI-1]	[LIF]	[SCF]	[SDF-1]
